Dev,GDP,T_Expen,Income,Pop,Ed,EtOH,HepB,Polio,Dipt,HIV,BMI,A_Mort,lt5y_D,Th_5-9y,L_Expec
0,41.8575951,5.9381895280235915,0.511,2423488.0,10.3,4.6028607871720375,69.0,71.0,69.0,0.3,2.5,22.0,38,7.1,65.5
0,452.4631926,3.4,0.509,2358981.0,10.3,0.01,73.0,73.0,73.0,0.3,2.0,225.0,39,7.1,65.1
0,461.723722,4.15,0.508,22961146.0,10.3,0.87,74.0,73.0,74.0,0.4,19.5,23.0,40,7.2,64.7
0,443.9611,3.46,0.506,22346573.0,10.2,0.87,7.0,71.0,7.0,0.4,19.0,235.0,42,7.3,64.3
0,454.963464,4.24,0.504,21743949.0,10.2,0.97,73.0,73.0,73.0,0.4,18.5,241.0,43,7.4,63.8
0,412.739341,4.86,0.503,2115164.0,10.2,1.03,7.0,7.0,7.0,0.5,18.0,248.0,45,7.5,63.3
0,415.6893226,4.7,0.5,2569121.0,9.7,0.91,77.0,76.0,77.0,0.5,17.6,254.0,47,7.6,62.8
0,47.733254,4.5,0.491,19996469.0,9.4,0.68,77.0,77.0,77.0,0.5,17.1,259.0,49,7.7,62.3
0,377.8482928,4.98,0.483,19433523.0,9.1,0.71,84.0,83.0,84.0,0.6,16.7,261.0,51,7.8,61.9
0,292.157443,5.11,0.478,1888268.0,9.0,0.68,82.0,83.0,85.0,0.6,16.3,263.0,54,7.9,61.4
0,274.819723,5.3,0.473,18336724.0,8.9,0.72,81.0,8.0,85.0,0.6,15.8,265.0,56,8.0,69.0
0,245.1235876,4.89,0.466,1782997.0,8.7,0.81,71.0,74.0,78.0,0.6,15.4,267.0,58,8.1,64.0
0,316.7998965,4.81,0.457,17279141.0,8.5,0.93,61.0,65.0,66.0,0.7,15.0,268.0,60,8.3,59.9
0,262.2859481,5.29,0.462,16765117.0,8.3,0.9,51.0,61.0,62.0,0.7,14.7,271.0,63,8.4,59.3
0,278.555732,5.17,0.456,1626932.0,8.2,1.05,80.94046121593291,6.0,6.0,0.7,14.3,276.0,65,8.5,58.7
0,245.939659,5.8,0.0,1576686.0,8.0,1.16,80.94046121593291,58.0,57.0,0.6,13.9,283.0,68,8.6,57.9
0,362.6575444,5.9381895280235915,0.473,1757367.0,10.8,4.6028607871720375,88.0,88.0,88.0,4.8,19.6,365.0,38,6.2,58.3
0,354.7253961,11.38,0.466,1768838.0,10.7,0.01,91.0,87.0,91.0,5.1,19.2,377.0,40,6.3,57.6
0,332.922339,1.96,0.459,16577147.0,10.7,0.01,89.0,89.0,89.0,6.3,18.8,394.0,42,6.4,56.7
0,374.51882,12.6,0.454,169735.0,10.7,0.01,96.0,95.0,96.0,8.3,18.4,42.0,46,6.5,55.3
0,512.125451,11.67,0.444,15627618.0,10.6,1.23,97.0,97.0,97.0,11.2,18.0,441.0,50,6.6,54.1
0,458.8681744,1.5,0.43,1516795.0,10.2,1.08,93.0,86.0,93.0,13.7,17.6,462.0,54,6.7,52.9
0,42.7379657,1.18,0.415,1471462.0,9.9,1.16,93.0,93.0,93.0,14.9,17.3,491.0,56,6.8,51.5
0,372.842678,1.7,0.4,14271234.0,9.6,1.27,91.0,92.0,91.0,16.9,16.9,525.0,58,6.9,50.0
0,32.2227274,9.31,0.387,1384969.0,9.7,1.18,87.0,88.0,87.0,19.3,16.6,559.0,59,7.0,48.5
0,297.6971211,8.99,0.377,13429262.0,9.6,1.18,99.0,99.0,99.0,21.1,16.2,587.0,61,7.1,47.1
0,28.3673842,8.2,0.371,1339711.0,9.7,1.04,93.0,94.0,93.0,22.4,15.9,66.0,62,7.2,46.0
0,274.2256294,7.82,0.366,1267638.0,10.0,1.11,89.0,94.0,89.0,23.4,15.5,615.0,65,7.4,45.1
0,26.152517,6.35,0.362,12336687.0,10.3,1.08,84.0,85.0,84.0,24.2,15.2,613.0,70,7.5,44.6
0,29.9798977,4.82,0.388,1213711.0,10.4,1.1,64.0,79.0,64.0,24.7,14.8,67.0,75,7.6,44.0
0,146.7615397,5.7,0.387,11695863.0,10.1,1.15,80.94046121593291,86.0,9.0,25.1,14.4,599.0,80,7.7,43.5
0,153.2594872,6.7,0.391,11376172.0,10.7,1.18,80.94046121593291,73.0,75.0,25.5,14.1,588.0,84,7.9,43.1
0,9643.644683,5.9381895280235915,0.787,3723155.0,13.1,4.6028607871720375,99.0,99.0,99.0,0.1,4.6,123.0,4,7.3,75.0
0,11183.96191,4.17,0.783,322817.0,13.0,0.52,96.0,97.0,97.0,0.1,39.5,126.0,4,7.4,74.8
0,1882.27842,4.2,0.779,2976724.0,12.9,0.53,96.0,97.0,97.0,0.1,38.5,128.0,4,7.6,74.6
0,1779.49641,4.1,0.776,2917456.0,12.9,0.53,97.0,97.0,97.0,0.1,37.4,129.0,4,7.7,74.5
0,145.1262,3.89,0.774,28635128.0,13.0,0.51,96.0,96.0,96.0,0.1,36.3,13.0,4,7.8,74.3
0,971.356987,3.99,0.764,28112289.0,12.8,0.49,96.0,96.0,96.0,0.1,35.3,131.0,4,8.0,74.1
0,7326.744435,3.97,0.756,2765383.0,12.6,0.47,96.0,97.0,97.0,0.1,34.4,131.0,4,8.2,74.0
0,8513.629541,3.47,0.747,2711169.0,12.5,0.47,97.0,97.0,97.0,0.1,33.4,132.0,4,8.3,73.8
0,7269.17114,3.61,0.736,26625845.0,12.3,0.43,96.0,97.0,97.0,0.1,32.5,133.0,4,8.5,73.7
0,6222.982955,3.65,0.732,26143566.0,12.7,0.42,95.0,95.0,95.0,0.1,31.6,134.0,4,8.6,73.6
0,5593.822995,3.29,0.734,25659393.0,12.9,0.46,96.0,96.0,96.0,0.1,3.7,135.0,4,8.8,73.4
0,4955.477743,3.74,0.731,2517419.0,12.7,0.49,94.0,95.0,95.0,0.1,29.8,137.0,4,8.9,73.2
0,4463.675893,3.95,0.724,2468873.0,12.1,0.48,95.0,96.0,96.0,0.1,28.8,138.0,4,9.1,73.1
0,4167.364387,3.4,0.723,24198811.0,12.0,0.49,95.0,94.0,94.0,0.1,27.9,14.0,4,9.3,72.9
0,3915.11546,3.4,0.725,2369897.0,11.9,0.53,95.0,95.0,96.0,0.1,27.0,144.0,5,9.4,72.7
0,445.17471,3.4,0.715,2318568.0,11.6,0.54,97.0,98.0,98.0,0.1,26.0,149.0,5,9.6,72.4
0,8395.785198,5.9381895280235915,0.701,49163.0,12.7,4.6028607871720375,99.0,99.0,99.0,0.1,27.4,61.0,0,13.6,78.5
0,7716.2415,13.73,0.693,41.0,12.7,0.01,99.0,99.0,99.0,0.1,26.2,62.0,0,13.7,78.2
0,7112.33575,11.16,0.683,393.0,12.4,0.01,99.0,99.0,99.0,0.1,25.1,64.0,0,13.8,77.9
0,6541.7465,9.16,0.675,385.0,12.1,0.01,99.0,99.0,99.0,0.1,24.1,65.0,0,13.9,77.6
0,6497.55443,8.11,0.663,377.0,11.8,1.92,96.0,96.0,96.0,0.1,23.1,67.0,0,14.0,77.3
0,633.79498,7.93,0.653,367.0,11.6,1.83,97.0,97.0,96.0,0.1,22.1,73.0,0,14.1,76.7
0,597.1659,9.22,0.651,36.0,11.8,1.59,98.0,98.0,98.0,0.1,21.2,75.0,0,14.2,76.3
0,5828.621374,9.3,0.641,362.0,11.8,1.76,98.0,98.0,98.0,0.1,2.3,81.0,0,14.3,75.9
0,52.862285,6.64,0.632,349.0,11.9,1.78,98.0,98.0,98.0,0.1,19.5,82.0,0,14.4,75.4
0,4428.522898,7.37,0.622,333.0,12.0,1.62,98.0,98.0,98.0,0.1,18.7,88.0,0,14.5,75.0
0,3488.493769,9.52,0.625,321.0,12.1,1.47,98.0,98.0,98.0,0.1,18.0,93.0,0,14.5,74.3
0,3853.33348,5.89,0.617,312.0,12.2,1.6,97.0,96.0,96.0,0.1,17.3,16.0,0,14.6,73.4
0,3432.247841,5.9,0.601,34.0,11.8,1.75,98.0,98.0,98.0,0.1,16.7,112.0,0,14.7,72.7
0,32.37239,5.78,0.597,297.0,12.0,1.95,98.0,98.0,98.0,0.1,16.2,124.0,0,14.7,71.8
0,298.67598,5.84,0.587,292.0,11.8,1.98,98.0,97.0,98.0,0.1,15.6,129.0,0,14.8,78.0
0,2182.99711,8.0,0.577,286.0,11.3,1.83,96.0,98.0,98.0,0.1,15.2,139.0,0,14.8,69.6
0,729.725338,5.9381895280235915,0.438,1746795.0,8.4,4.6028607871720375,64.0,66.0,64.0,1.5,23.8,266.0,84,7.5,58.2
0,825.5729915,6.86,0.43,16962846.0,8.2,0.01,73.0,74.0,73.0,1.6,23.2,272.0,85,7.7,57.8
0,777.659139,6.58,0.421,16477818.0,8.0,0.01,69.0,7.0,69.0,1.6,22.5,275.0,86,7.9,57.3
0,777.3476868,6.47,0.411,16667.0,7.7,0.01,66.0,72.0,66.0,1.5,21.9,27.0,88,8.1,57.2
0,835.88998,6.59,0.404,1554989.0,7.5,0.61,66.0,72.0,66.0,1.5,21.3,271.0,90,8.3,56.8
0,78.377632,6.35,0.396,157585.0,7.3,0.6,72.0,77.0,73.0,1.5,2.7,273.0,91,8.5,56.5
0,697.153124,6.85,0.385,1466597.0,7.1,0.59,71.0,77.0,73.0,1.6,2.2,276.0,93,8.8,56.0
0,689.6784228,6.74,0.36,14138216.0,5.8,0.57,74.0,74.0,74.0,1.6,19.6,278.0,94,9.0,55.5
0,595.6368319,6.97,0.363,1367566.0,6.4,0.55,74.0,76.0,74.0,1.7,19.0,282.0,96,9.3,55.0
0,521.6425796,6.56,0.35,1322764.0,6.1,0.53,9.0,79.0,78.0,1.8,18.5,288.0,98,9.5,54.3
0,487.942556,6.34,0.338,12798763.0,5.8,0.55,83.0,78.0,77.0,1.9,18.0,29.0,101,9.7,53.6
0,439.3572924,6.28,0.333,1239196.0,5.5,0.49,73.0,7.0,69.0,2.0,17.5,296.0,103,1.0,52.8
0,391.791281,6.25,0.318,125128.0,5.2,0.54,79.0,67.0,63.0,2.2,17.0,299.0,106,1.2,52.0
0,334.22416,6.32,0.308,11638929.0,4.9,0.53,80.94046121593291,65.0,61.0,2.3,16.5,31.0,108,1.5,51.2
0,36.8473237,6.39,0.297,11293258.0,4.6,0.51,80.94046121593291,56.0,49.0,2.4,16.1,34.0,110,1.7,55.0
0,269.3483829,6.29,0.291,196769.0,4.4,0.47,80.94046121593291,53.0,43.0,2.5,15.6,37.0,111,1.9,49.8
1,23819.4636,5.9381895280235915,0.853,431874.0,14.6,4.6028607871720375,95.0,97.0,97.0,0.1,69.6,54.0,0,0.8,81.7
1,2618.92599,9.75,0.847,427364.0,14.3,8.49,9.0,99.0,99.0,0.1,69.2,55.0,0,0.8,81.4
1,2393.1888,9.89,0.828,423374.0,14.2,8.58,94.0,99.0,99.0,0.1,68.8,57.0,0,0.7,81.1
1,2193.8836,9.95,0.821,419455.0,14.1,7.67,93.0,99.0,99.0,0.1,68.4,58.0,0,0.7,81.0
1,22821.847,9.6,0.826,416268.0,14.8,6.91,82.0,96.0,96.0,0.1,68.0,59.0,0,0.7,87.0
1,2187.79469,8.3,0.819,41458.0,14.6,7.91,75.0,76.0,76.0,0.1,67.6,62.0,0,0.7,83.0
1,2675.58259,8.33,0.815,412477.0,14.4,7.38,86.0,73.0,73.0,0.1,67.1,63.0,0,0.7,82.0
1,21928.767,8.15,0.813,49379.0,14.6,7.14,86.0,72.0,72.0,0.1,66.6,64.0,0,0.7,80.0
1,19375.5696,8.36,0.808,46724.0,14.4,7.45,82.0,76.0,74.0,0.1,66.1,65.0,0,0.7,79.6
1,16671.5672,8.93,0.809,4538.0,14.8,8.84,86.0,83.0,85.0,0.1,65.6,66.0,0,0.7,79.3
1,15835.34667,8.83,0.805,43834.0,14.8,6.41,85.0,94.0,92.0,0.1,65.0,67.0,0,0.7,79.0
1,1519.5497,8.46,0.797,41268.0,14.2,6.53,85.0,89.0,89.0,0.1,64.5,69.0,0,0.7,78.7
1,13689.98999,8.6,0.79,398582.0,13.8,6.7,89.0,94.0,94.0,0.1,63.9,71.0,0,0.7,78.5
1,11843.9392,7.86,0.786,395969.0,13.8,5.73,80.94046121593291,95.0,95.0,0.1,63.4,75.0,0,0.7,78.2
1,1121.78636,7.11,0.783,39328.0,13.7,5.62,80.94046121593291,95.0,95.0,0.1,62.8,79.0,0,0.7,77.8
1,1139.5651,6.83,0.779,3987.0,13.8,5.59,80.94046121593291,94.0,94.0,0.1,62.3,8.0,0,0.7,77.5
0,3617.752354,17.24,0.6275510645976166,12753375.120052498,0.0,0.01,8.0,79.0,79.0,0.1,81.6,164.79644808743168,0,0.1,69.22493169398912
0,1158.256469,5.9381895280235915,0.513,4182341.0,8.5,4.6028607871720375,73.0,67.0,73.0,0.9,3.8,25.0,12,7.5,63.1
0,1326.66882,3.77,0.509,46392.0,8.5,0.01,84.0,84.0,84.0,0.9,3.1,26.0,12,7.7,63.0
0,145.57838,3.63,0.501,394617.0,8.2,0.01,8.0,8.0,8.0,1.1,29.4,28.0,12,7.9,62.7
0,1364.283745,3.36,0.491,383239.0,7.8,0.01,8.0,8.0,8.0,1.2,28.8,29.0,12,8.1,62.5
0,1393.261593,2.87,0.487,3717672.0,7.7,0.01,75.0,73.0,75.0,1.2,28.1,212.0,12,8.3,62.2
0,123.383675,3.28,0.484,369543.0,7.6,0.01,64.0,52.0,64.0,1.2,27.4,214.0,12,8.5,62.0
0,146.83851,3.79,0.476,356288.0,7.1,0.01,64.0,63.0,64.0,1.2,26.8,215.0,12,8.7,61.7
0,1167.535689,3.23,0.475,347541.0,7.2,0.02,74.0,73.0,74.0,1.3,26.1,217.0,12,8.9,61.4
0,113.3128,3.54,0.475,3312665.0,7.4,0.02,74.0,75.0,75.0,1.3,25.5,219.0,12,9.1,61.2
0,944.134851,3.21,0.466,322653.0,7.2,0.01,68.0,68.0,68.0,1.3,24.8,221.0,12,9.4,69.0
0,697.7451989,4.21,0.461,31372.0,7.2,0.01,42.0,71.0,71.0,1.3,24.2,223.0,12,9.6,66.0
0,62.547286,4.7,0.451,342823.0,6.7,0.01,80.94046121593291,68.0,7.0,1.3,23.6,224.0,12,9.8,64.0
0,528.586613,4.53,0.447,2957117.0,6.6,0.01,80.94046121593291,75.0,76.0,1.3,22.9,226.0,12,1.1,63.0
0,46.9542322,5.31,0.446,2873228.0,6.5,0.02,80.94046121593291,91.0,89.0,1.2,22.3,228.0,12,1.3,62.0
0,464.229758,4.34,0.444,279729.0,6.5,0.01,80.94046121593291,75.0,75.0,1.2,21.7,229.0,12,1.5,61.0
0,477.476124,5.26,0.443,279359.0,6.4,0.03,80.94046121593291,58.0,51.0,1.1,21.1,23.0,11,1.7,60.0
0,9252.11724,5.9381895280235915,0.779,126265.0,15.2,4.6028607871720375,97.0,98.0,97.0,0.1,33.3,146.0,0,6.8,74.6
0,1153.93822,4.81,0.769,126934.0,14.7,0.01,97.0,98.0,97.0,0.1,32.8,148.0,0,6.9,74.2
0,9637.265,4.82,0.765,1258653.0,14.7,0.01,98.0,98.0,98.0,0.1,32.3,147.0,0,7.0,74.1
0,9291.227619,4.76,0.756,1255882.0,14.3,0.01,98.0,98.0,98.0,0.1,31.8,154.0,0,7.0,73.9
0,9197.26972,5.2,0.748,125244.0,14.1,3.03,98.0,98.0,98.0,0.1,31.3,158.0,0,7.1,73.6
0,8.376432,5.29,0.74,1254.0,14.0,2.95,99.0,99.0,99.0,0.2,3.7,163.0,0,7.2,73.3
0,7318.12641,4.97,0.734,1247429.0,13.8,2.83,99.0,99.0,99.0,0.1,3.2,166.0,0,7.3,72.8
0,83.635,4.6,0.728,1244121.0,13.6,2.49,99.0,99.0,99.0,0.1,29.7,166.0,0,7.3,72.7
0,6574.654338,4.24,0.72,123963.0,13.5,3.24,97.0,96.0,97.0,0.1,29.1,161.0,0,7.4,72.9
0,5695.969327,4.38,0.713,1233996.0,13.4,3.73,97.0,98.0,97.0,0.1,28.6,165.0,0,7.5,71.8
0,5116.45424,4.47,0.704,1228254.0,13.0,3.94,97.0,97.0,97.0,0.1,28.0,168.0,0,7.6,72.1
0,5229.876738,4.29,0.696,12213.0,12.8,4.16,98.0,98.0,98.0,0.1,27.5,168.0,0,7.7,71.9
0,4623.347642,4.15,0.687,121337.0,12.6,4.08,97.0,99.0,99.0,0.1,26.9,174.0,0,7.8,71.5
0,3957.51296,4.24,0.683,124621.0,12.5,4.14,88.0,88.0,88.0,0.1,26.4,179.0,0,7.9,71.5
0,3792.182152,3.87,0.673,1196287.0,12.2,4.38,92.0,93.0,92.0,0.1,25.8,177.0,0,8.0,71.5
0,3861.32414,3.78,0.667,1186873.0,12.1,4.6,88.0,88.0,88.0,0.1,25.3,177.0,0,8.1,71.0
0,9143.128494,5.9381895280235915,0.758,12589949.0,13.3,4.6028607871720375,82.0,87.0,87.0,0.1,63.5,122.0,35,1.5,76.7
0,1452.27766,6.3,0.754,1242216.0,13.1,5.26,84.0,87.0,87.0,0.1,62.8,122.0,36,1.5,76.6
0,1298.86766,6.3,0.753,122535969.0,12.9,5.23,82.0,83.0,83.0,0.1,62.1,12.0,37,1.5,76.6
0,982.532572,6.21,0.748,1282837.0,12.7,5.29,99.0,99.0,99.0,0.1,61.5,123.0,38,1.5,76.3
0,9834.472689,6.4,0.745,119917.0,12.6,5.3,98.0,97.0,97.0,0.1,6.8,124.0,39,1.6,76.1
0,8959.581416,6.39,0.739,117318941.0,12.5,5.21,93.0,95.0,95.0,0.1,6.1,127.0,40,1.6,75.6
0,7748.12331,6.6,0.738,11555228.0,12.5,5.27,95.0,95.0,95.0,0.1,59.4,13.0,42,1.6,75.7
0,9689.52887,6.6,0.735,11366189.0,12.3,5.36,97.0,96.0,96.0,0.1,58.7,127.0,43,1.6,75.6
0,933.341687,5.92,0.731,111836346.0,12.3,5.35,98.0,98.0,98.0,0.1,57.9,123.0,45,1.7,76.0
0,8767.92258,5.83,0.723,1192378.0,12.2,5.11,98.0,98.0,98.0,0.1,57.2,125.0,47,1.7,75.8
0,7986.798439,6.4,0.719,18472228.0,12.2,4.93,98.0,98.0,98.0,0.1,56.4,126.0,49,1.7,75.3
0,7199.59665,6.11,0.714,16995583.0,12.1,4.9,98.0,98.0,98.0,0.1,55.7,124.0,52,1.8,75.4
0,6751.998987,6.2,0.708,1564453.0,11.9,4.88,98.0,98.0,98.0,0.1,54.9,127.0,55,1.8,75.0
0,716.8219,5.52,0.703,1435568.0,11.6,4.77,97.0,98.0,97.0,0.1,54.1,127.0,58,1.8,75.0
0,731.378864,5.35,0.7,136768.0,11.6,4.86,97.0,97.0,97.0,0.1,53.2,126.0,62,1.9,75.0
0,672.92113,4.98,0.694,11719673.0,11.4,4.99,97.0,97.0,97.0,0.1,52.4,129.0,66,1.9,74.8
0,7483.158469138481,5.9381895280235915,0.637,12753375.120052498,11.7,4.6028607871720375,78.0,71.0,72.0,0.1,69.4,166.0,0,0.2,69.4
0,7483.158469138481,13.71,0.639,12753375.120052498,11.7,1.58,81.0,76.0,77.0,0.1,68.7,164.0,0,0.2,69.4
0,7483.158469138481,13.38,0.641,12753375.120052498,11.7,1.67,83.0,81.0,81.0,0.1,68.1,166.0,0,0.2,69.2
0,7483.158469138481,12.77,0.64,12753375.120052498,11.7,2.98,82.0,81.0,81.0,0.1,67.5,168.0,0,0.2,69.0
0,7483.158469138481,13.76,0.638,12753375.120052498,11.7,1.89,83.0,83.0,84.0,0.1,67.0,169.0,0,0.2,68.9
0,7483.158469138481,13.83,0.633,12753375.120052498,11.5,1.76,88.0,85.0,85.0,0.1,66.4,171.0,0,0.2,68.7
0,7483.158469138481,13.44,0.629,12753375.120052498,11.4,2.06,89.0,81.0,91.0,0.1,65.8,172.0,0,0.2,68.5
0,7483.158469138481,12.94,0.628,12753375.120052498,11.2,1.97,89.0,88.0,85.0,0.1,65.2,174.0,0,0.2,68.4
0,7483.158469138481,11.99,0.625,12753375.120052498,11.0,1.64,9.0,79.0,79.0,0.1,64.7,175.0,0,0.2,68.2
0,7483.158469138481,11.92,0.622,12753375.120052498,10.9,1.73,84.0,81.0,67.0,0.1,64.1,176.0,0,0.2,68.0
0,7483.158469138481,12.11,0.617,12753375.120052498,10.7,1.9,91.0,94.0,94.0,0.1,63.6,178.0,0,0.2,67.9
0,7483.158469138481,1.64,0.616,12753375.120052498,10.5,2.02,8.0,82.0,78.0,0.1,63.2,179.0,0,0.2,67.7
0,7483.158469138481,9.69,0.612,12753375.120052498,10.4,3.15,89.0,88.0,92.0,0.1,62.8,18.0,0,0.2,67.5
0,7483.158469138481,8.2,0.608,12753375.120052498,10.2,2.78,85.0,84.0,84.0,0.1,62.4,21.0,0,0.2,66.2
0,7483.158469138481,8.58,0.604,12753375.120052498,10.1,2.82,81.0,79.0,75.0,0.1,62.0,183.0,0,0.2,67.2
0,7483.158469138481,7.88,0.0,12753375.120052498,0.0,2.23,87.0,85.0,85.0,0.1,61.5,185.0,0,0.3,67.0
0,7483.158469138481,4.3,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,99.0,99.0,99.0,0.1,38.32124655647373,164.79644808743168,0,4.870316804407711,69.22493169398912
0,3944.1839,5.9381895280235915,0.733,2976877.0,14.8,4.6028607871720375,99.0,99.0,99.0,0.1,52.7,222.0,1,2.3,68.8
0,4181.583321,4.73,0.729,2923896.0,14.8,0.01,99.0,99.0,99.0,0.1,51.5,225.0,1,2.3,68.4
0,4385.379355,4.21,0.72,286917.0,14.7,0.01,98.0,98.0,98.0,0.1,5.4,227.0,1,2.3,68.1
0,4368.82248,4.22,0.712,2814226.0,14.7,0.01,99.0,99.0,99.0,0.1,49.2,231.0,2,2.3,67.8
0,3769.595255,4.45,0.701,2761516.0,14.6,0.01,99.0,99.0,99.0,0.1,48.0,235.0,2,2.3,67.3
0,265.353659,4.7,0.693,271265.0,14.3,5.8,96.0,96.0,96.0,0.1,46.9,25.0,2,2.3,66.3
0,1717.898761,5.29,0.686,2668289.0,13.8,4.61,97.0,96.0,95.0,0.1,45.9,235.0,2,2.3,66.9
0,2139.625631,5.58,0.673,2628131.0,13.4,4.26,96.0,95.0,96.0,0.1,44.9,225.0,2,2.3,67.4
0,1634.81431,5.6,0.661,259167.0,13.0,3.79,98.0,99.0,95.0,0.1,43.9,26.0,2,2.4,65.9
0,1334.651896,4.68,0.649,255812.0,12.7,2.91,98.0,98.0,99.0,0.1,43.0,271.0,2,2.4,65.0
0,998.8226671,5.9,0.637,2526446.0,11.8,2.75,98.0,99.0,99.0,0.1,42.1,274.0,2,2.4,64.5
0,797.8377432,5.99,0.621,2496832.0,11.2,1.75,98.0,99.0,99.0,0.1,41.3,284.0,2,2.4,64.0
0,646.561295,6.18,0.609,2469286.0,10.5,1.31,98.0,98.0,98.0,0.1,4.5,271.0,2,2.5,64.0
0,571.51883,5.81,0.599,2443659.0,10.1,2.43,98.0,98.0,98.0,0.1,39.8,263.0,2,2.5,63.8
0,524.145924,5.45,0.588,2419776.0,9.4,2.87,95.0,95.0,95.0,0.1,39.1,266.0,3,2.6,63.2
0,474.2133361,4.92,0.582,2397436.0,8.9,2.79,93.0,94.0,94.0,0.1,38.5,274.0,3,2.6,62.8
0,6461.192554,5.9381895280235915,0.804,622159.0,15.1,4.6028607871720375,82.0,89.0,89.0,0.1,61.8,16.0,0,1.8,76.1
0,7378.345289,6.42,0.803,62181.0,15.1,0.01,87.0,91.0,91.0,0.1,61.3,17.0,0,1.9,75.9
0,7186.429787,6.43,0.799,62127.0,15.1,0.01,9.0,94.0,94.0,0.1,6.7,19.0,0,1.9,75.8
0,6586.71929,7.25,0.797,6261.0,15.1,0.01,9.0,94.0,94.0,0.1,6.2,11.0,0,1.9,75.6
0,7318.742449,6.92,0.792,6279.0,15.1,6.56,91.0,95.0,95.0,0.1,59.7,113.0,0,2.0,75.4
0,6682.281158,6.9,0.787,619428.0,15.0,6.56,9.0,93.0,94.0,0.1,59.1,115.0,0,2.0,75.3
0,6698.79439,6.7,0.785,618294.0,14.6,6.45,87.0,91.0,92.0,0.1,58.5,117.0,0,2.1,75.0
0,7325.73474,6.13,0.774,616969.0,14.2,6.17,93.0,95.0,95.0,0.1,57.8,121.0,0,2.1,74.6
0,5957.145693,6.74,0.762,615875.0,13.6,4.98,9.0,92.0,92.0,0.1,57.2,125.0,0,2.2,74.2
0,4383.59597,8.1,0.751,61525.0,13.2,5.38,9.0,9.0,9.0,0.1,56.5,13.0,0,2.2,73.8
0,3674.617924,8.46,0.746,614261.0,12.8,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,0.1,55.7,133.0,0,2.3,73.6
0,338.199535,8.45,0.74,613353.0,12.6,0.01,80.94046121593291,82.55018842069202,82.32408359027065,0.1,55.0,134.0,0,2.4,73.5
0,2789.1735,8.91,0.0,612267.0,0.0,0.01,80.94046121593291,82.55018842069202,82.32408359027065,0.1,54.2,134.0,0,2.4,73.5
0,216.243274,8.33,0.0,69828.0,0.0,0.01,80.94046121593291,82.55018842069202,82.32408359027065,0.1,53.5,136.0,0,2.5,73.4
0,199.583957,8.23,0.0,67389.0,0.0,0.01,80.94046121593291,82.55018842069202,82.32408359027065,0.1,52.7,136.0,0,2.6,73.3
0,1627.42893,7.32,0.0,6495.0,0.0,0.01,80.94046121593291,82.55018842069202,82.32408359027065,0.1,51.9,144.0,0,2.7,73.0
0,2847.285569,5.9381895280235915,0.645,3483322.0,12.1,4.6028607871720375,99.0,99.0,99.0,0.1,58.5,95.0,20,6.2,74.3
0,3154.513484,5.91,0.64,3431882.0,12.1,0.43,99.0,99.0,99.0,0.1,57.5,96.0,21,6.2,74.1
0,3111.762887,5.94,0.634,33824769.0,12.1,0.45,99.0,99.0,99.0,0.1,56.5,97.0,21,6.2,73.9
0,294.746728,6.15,0.623,33333789.0,11.6,0.55,99.0,99.0,99.0,0.1,55.5,99.0,22,6.2,73.6
0,339.91616,5.99,0.612,32858823.0,11.2,0.54,98.0,98.0,99.0,0.1,54.6,14.0,22,6.2,73.3
0,2834.2472,5.86,0.603,3249639.0,10.7,0.56,98.0,99.0,99.0,0.1,53.6,11.0,23,6.2,72.8
0,2861.5545,5.67,0.596,31989897.0,10.5,0.62,98.0,99.0,99.0,0.1,52.7,116.0,23,6.2,72.3
0,2884.94776,5.41,0.589,31596855.0,10.3,0.51,97.0,99.0,99.0,0.1,51.7,123.0,24,6.3,71.8
0,2494.353552,5.48,0.581,31225881.0,10.0,0.56,95.0,95.0,95.0,0.1,5.8,128.0,25,6.3,71.4
0,2191.478567,5.23,0.575,3869346.0,10.0,0.58,95.0,97.0,97.0,0.1,49.9,133.0,25,6.3,71.0
0,213.755559,5.6,0.569,35217.0,9.8,0.47,96.0,98.0,98.0,0.1,49.1,137.0,26,6.3,77.0
0,1948.812275,5.22,0.561,3179285.0,9.6,0.56,95.0,97.0,97.0,0.1,48.2,142.0,27,6.4,72.0
0,1721.973863,5.25,0.551,29843937.0,9.3,0.58,9.0,91.0,91.0,0.1,47.3,146.0,28,6.4,69.9
0,1413.757176,5.31,0.54,29512368.0,8.8,0.46,92.0,94.0,94.0,0.1,46.5,15.0,29,6.5,69.5
0,1336.775376,4.44,0.53,29181832.0,8.5,0.46,84.0,93.0,96.0,0.1,45.7,155.0,30,6.5,69.0
0,1332.382358,4.18,0.519,28849621.0,8.0,0.45,43.0,95.0,95.0,0.1,44.8,16.0,32,6.6,68.6
0,528.3125597,5.9381895280235915,0.414,281691.0,9.1,4.6028607871720375,8.0,8.0,8.0,3.9,22.6,355.0,81,3.5,57.6
0,623.2871141,6.98,0.409,27212382.0,9.1,0.01,79.0,79.0,79.0,4.1,22.2,375.0,84,3.5,56.7
0,65.985681,5.9,0.405,26434372.0,9.1,1.16,78.0,78.0,78.0,5.1,21.8,46.0,87,3.5,55.3
