Year,Status,AdultMort,InfD,EtOH,PercExpen,Measles,BMI,lt5yD,Polio,TotalExpen,DTP,HIV,Thin1_19y,Thin5_9y,Income,Education,Region
2014,1,76.0,0,12.6,7163.348923,70,63.4,1,99.0,1.59,99.0,0.1,1.0,1.0,0.89,16.3,5
2007,0,299.0,236,1.52,0.0,55577,17.8,326,72.0,3.61,7.0,1.9,11.1,1.9,0.6274187138728308,11.999638728323692,7
2011,0,34.0,14,1.44,39.08258546,187,22.0,21,85.0,5.21,85.0,2.6,7.1,7.0,0.457,11.5,7
2000,0,224.0,1800,0.93,19.26615743,38835,11.4,2500,57.0,4.26,58.0,0.3,27.7,28.6,0.489,8.3,1
2012,0,159.0,2,0.01,30.17998548,16,16.2,2,83.0,1.1,83.0,0.1,11.2,11.3,0.618,12.5,6
2001,0,283.0,71,1.81,28.88069657,4362,38.235393646408745,108,66.0,2.96,66.0,0.2,4.850621546961334,4.881422651933698,0.399,5.6,7
2003,0,161.0,196,0.01,35.48458957,4067,11.6,264,9.0,2.51,87.0,0.1,2.3,2.9,0.484,7.9,1
2010,0,92.0,231,5.75,5.660754839,38159,28.1,268,99.0,4.89,99.0,0.1,4.2,3.6,0.691,12.5,1
2014,0,347.0,42,7.38,922.0507313,66,5.3,52,77.0,8.8,77.0,3.7,4.9,5.9,0.66,13.0,7
2002,0,193.0,12,0.6,10.68147485,927,32.1,15,84.0,4.48,85.0,0.3,4.0,4.0,0.543,9.8,1
2015,0,123.0,4,4.614855575868398,0.0,1318,4.6,4,99.0,5.9301628423390005,99.0,0.1,7.5,7.3,0.787,13.1,1
2015,0,266.0,52,4.614855575868398,0.0,215,23.8,84,66.0,5.9301628423390005,64.0,1.5,7.7,7.5,0.438,8.4,7
2000,0,112.0,1,2.26,404.3879434,5,57.9,1,83.0,1.86,83.0,0.1,4.9,4.8,0.0,14.9,2
2000,1,96.0,0,13.2,3557.455507,0,5.1,0,71.0,1.6,81.0,0.1,1.7,1.9,0.833,15.4,5
2002,0,226.0,0,5.8,50.80181435,0,21.7,0,92.0,1.21,92.0,1.4,7.6,7.6,0.501,9.6,7
2004,0,321.0,19,11.5,46.51559476,2444,55.0,21,98.0,5.19,97.0,0.3,2.5,2.8,0.741,13.6,8
2006,0,127.0,11,7.75,961.1774676,0,57.5,12,92.0,6.68,91.0,0.1,1.1,0.9,0.782,16.1,3
2013,0,19.0,17,1.41,188.1440348,7405,64.5,20,98.0,5.38,98.0,0.1,4.9,4.7,0.754,14.4,2
2011,0,111.0,0,5.97,417.9117441,0,61.8,1,95.0,8.55,95.0,0.1,1.5,1.5,0.78,15.5,3
2005,0,334.0,50,0.01,0.0,0,19.8,82,35.0,5.9301628423390005,35.0,0.9,7.5,7.3,0.6274187138728308,11.999638728323692,2
2004,0,69.0,3,5.78,37.43857664,0,27.4,4,88.0,5.88,86.0,50.3,7.7,7.9,0.492,9.4,7
2000,0,461.0,67,3.45,0.0,5729,19.4,95,66.0,6.0,65.0,7.1,8.1,8.1,0.6274187138728308,11.999638728323692,7
2001,0,228.0,1,10.98,0.0,457,46.8,1,98.0,7.0,97.0,0.1,3.5,3.6,0.6274187138728308,11.999638728323692,5
2010,0,154.0,0,7.91,145.8401998,0,43.9,0,94.0,6.41,97.0,0.1,3.8,3.8,0.0,15.8,8
2011,0,234.0,35,0.04,0.0,2676,37.9,45,69.0,5.4,69.0,0.1,13.7,13.6,0.493,8.6,2
2007,0,14.0,7,3.63,19.60467787,0,48.6,9,95.0,5.94,96.0,0.2,1.4,1.3,0.696,12.9,3
2009,0,155.0,3,5.39,30.93519548,0,45.6,3,81.0,9.14,85.0,0.1,2.1,2.0,0.663,12.1,3
2000,1,153.0,3,8.4,412.4323974,77,53.1,4,98.0,5.5,98.0,0.1,2.5,2.8,0.777,14.6,5
2003,0,424.0,85,1.68,42.52689559,28898,17.7,124,67.0,6.39,85.0,15.3,4.0,3.9,0.318,6.7,7
2003,0,132.0,1,3.36,70.54185252,216,47.5,2,74.0,8.49,75.0,0.1,2.9,3.0,0.684,11.8,5
2007,0,211.0,0,0.68,188.7108773,0,73.4,0,93.0,13.66,94.0,0.1,0.2,0.1,0.574,11.8,6
2010,0,145.0,0,0.91,471.8626525,0,49.1,0,66.0,4.71,65.0,0.1,1.5,1.4,0.59,10.8,6
2000,0,115.0,1,3.92,49.34007756,0,49.4,1,98.0,6.7,95.0,0.1,3.6,3.4,0.679,12.1,8
2013,0,157.0,6,5.93,97.52211538,0,56.8,7,82.0,4.12,83.0,0.3,3.3,3.2,0.709,13.2,8
2000,1,122.0,0,11.9,161.4473853,0,51.2,0,93.0,8.26,91.0,0.1,2.2,2.3,0.818,14.6,5
2004,0,91.0,0,0.02,1731.073528,23,65.9,1,98.0,2.76,98.0,0.1,3.2,3.0,0.791,14.4,2
2010,0,14.0,10,4.72,69.43934508,0,52.2,12,92.0,5.3,93.0,0.2,1.1,1.1,0.708,13.3,3
2007,0,2.0,0,0.85,28.90135229,0,43.8,0,93.0,6.42,9.0,0.1,1.2,1.2,0.482,9.0,6
2002,0,169.0,6,3.09,154.8636161,0,4.4,7,95.0,7.28,95.0,1.5,2.7,2.6,0.561,10.1,8
2009,1,131.0,0,10.63,0.0,0,55.3,0,99.0,9.15,99.0,0.1,1.3,1.4,0.82,14.9,5
2012,0,263.0,1,0.52,217.2125786,709,33.2,2,81.0,8.95,81.0,1.9,5.6,5.5,0.46,6.3,7
2011,1,74.0,3,10.68,0.0,1112,64.2,4,95.0,9.34,95.0,0.1,0.8,0.5,0.6274187138728308,11.999638728323692,5
2008,0,164.0,9,3.16,0.0,8,29.2,12,98.0,5.9301628423390005,92.0,0.1,5.4,5.4,0.6274187138728308,11.999638728323692,1
2010,0,18.0,0,6.51,16.49232317,0,33.5,0,99.0,3.59,99.0,0.1,5.8,6.2,0.74,13.2,7
2001,1,149.0,3,7.74,466.7383106,133,53.6,3,98.0,5.86,98.0,0.1,2.5,2.7,0.784,14.7,5
2005,0,144.0,15,4.38,531.9808176,0,5.5,18,93.0,5.82,93.0,0.1,2.4,2.1,0.658,11.1,3
2001,0,331.0,11,0.68,93.37278497,4023,38.2,14,52.0,6.68,55.0,1.3,1.5,1.5,0.422,6.6,6
2013,0,325.0,71,0.01,90.76144414,7878,17.6,103,82.0,7.47,78.0,4.0,5.7,5.7,0.478,10.0,7
2005,0,135.0,1,9.6,503.1115947,2,53.9,1,98.0,8.7,98.0,0.1,2.5,2.6,0.73,13.2,5
2001,0,284.0,8,5.75,12.60883976,94,44.4,10,95.0,3.47,95.0,0.1,2.6,2.7,0.685,12.3,1
2001,0,336.0,36,0.17,19.89790929,7408,16.9,58,52.0,3.65,5.0,3.0,1.1,1.1,0.322,5.1,7
2001,0,211.0,16,2.53,225.0619956,0,41.1,20,78.0,6.76,77.0,0.3,1.5,1.5,0.546,8.5,8
2010,0,132.0,1,4.23,224.3212014,2,51.2,1,96.0,4.56,94.0,0.1,2.0,2.1,0.72,12.3,5
2007,0,28.0,41,1.25,3.181373629,6,23.6,61,94.0,5.3,94.0,2.6,7.7,7.6,0.519,9.1,7
2005,0,254.0,1,0.73,145.5965445,11,16.7,1,95.0,5.28,95.0,0.3,17.8,18.6,0.0,9.2,1
2008,0,147.0,144,0.01,42.48865034,2660,14.0,186,96.0,2.85,96.0,0.1,19.3,19.9,0.52,8.6,1
2010,0,339.0,3,9.93,1192.696619,0,22.1,4,59.0,3.84,44.0,7.2,9.0,9.0,0.589,9.2,7
2014,0,299.0,27,0.01,50.57976483,175,22.7,41,42.0,5.64,51.0,0.5,7.5,7.4,0.412,8.6,7
2012,0,159.0,0,6.93,0.0,0,51.2,0,96.0,8.48,96.0,0.1,3.5,3.5,0.713,13.3,8
2005,0,28.0,14,2.35,41.50845637,0,43.8,18,87.0,6.79,87.0,0.4,1.4,1.4,0.567,9.6,8
2000,0,274.0,27,1.51,0.328418056,12237,12.1,36,62.0,5.87,59.0,2.1,11.6,11.9,0.401,7.2,1
2002,0,452.0,3,5.09,203.7322893,1278,25.8,4,78.0,6.17,77.0,24.6,14.7,14.8,0.556,11.8,7
2005,0,266.0,2,0.24,69.9675435,912,19.2,2,67.0,4.32,68.0,0.1,7.5,7.4,0.434,9.7,7
2011,1,72.0,0,11.5,17028.52798,6,59.6,0,96.0,7.34,99.0,0.1,0.9,0.9,0.894,13.9,5
2002,1,81.0,0,5.89,749.6823382,5,54.6,0,93.0,9.62,93.0,0.1,0.8,0.7,0.916,17.1,5
2003,1,155.0,1,11.19,32.38616103,0,58.6,1,96.0,7.43,96.0,0.1,2.3,2.4,0.729,12.9,5
2003,1,144.0,0,9.85,0.0,1,52.1,0,98.0,5.82,99.0,0.1,1.5,1.6,0.771,13.6,5
2007,0,381.0,27,4.614855575868398,0.0,0,38.235393646408745,43,82.54829838432451,5.9301628423390005,82.3214162942592,4.2,4.850621546961334,4.881422651933698,0.0,0.0,7
2003,0,412.0,60,4.64,67.63925302,899,22.3,95,72.0,4.97,73.0,7.7,7.2,7.3,0.452,8.1,7
2005,0,12.0,0,4.56,45.71354264,23,5.5,0,95.0,8.5,93.0,0.1,2.9,2.9,0.0,12.5,5
2004,0,197.0,0,6.2,325.6807462,0,43.2,0,97.0,4.39,97.0,0.8,3.6,3.5,0.691,12.5,8
2005,0,161.0,1,3.59,16.97511622,0,46.3,1,99.0,4.7,99.0,1.9,1.9,1.7,0.706,12.4,8
2002,0,16.0,422,2.91,106.3590358,58341,21.9,511,86.0,4.79,86.0,0.1,5.5,4.9,0.6,9.7,1
2014,0,348.0,67,8.33,23.965612,11699,22.7,101,68.0,3.31,64.0,2.0,8.5,8.3,0.527,11.4,7
2008,1,18.0,27,8.74,0.0,140,65.7,31,94.0,16.2,96.0,0.1,0.7,0.6,0.6274187138728308,11.999638728323692,4
2015,0,13.0,0,4.614855575868398,0.0,0,47.7,0,86.0,5.9301628423390005,99.0,0.2,3.3,3.3,0.784,13.9,8
2001,0,183.0,0,2.82,0.0,0,62.0,0,79.0,8.58,75.0,0.1,0.3,0.2,0.604,10.1,6
2014,0,278.0,10,0.01,208.2311603,2299,47.9,13,64.0,4.26,73.0,0.7,1.3,1.3,0.511,10.0,6
2007,0,129.0,20,0.44,320.3239241,0,5.8,23,95.0,3.82,95.0,0.1,6.0,5.9,0.69,12.3,2
2009,1,184.0,0,9.85,1137.6237,0,58.5,0,94.0,6.84,94.0,0.1,2.3,2.3,0.821,16.4,5
2007,0,173.0,3,3.83,253.0007812,0,47.9,4,93.0,6.91,93.0,0.2,2.0,1.9,0.601,11.0,8
2005,0,29.0,31,0.18,59.18845152,908,52.5,37,69.0,4.13,65.0,0.1,5.4,5.2,0.628,10.1,2
2006,0,295.0,84,0.03,17.17151751,1990,14.7,116,58.0,7.43,58.0,0.1,19.2,19.3,0.405,8.1,2
2001,1,88.0,4,10.91,0.0,73,58.2,4,91.0,7.31,91.0,0.1,0.7,0.5,0.6274187138728308,11.999638728323692,5
2004,1,79.0,2,11.96,3715.370095,26,59.9,2,97.0,8.5,97.0,0.1,0.6,0.5,0.833,15.6,5
2009,0,93.0,248,4.88,50.28348923,52461,27.3,288,99.0,5.8,99.0,0.1,4.4,3.8,0.682,12.2,1
2007,0,295.0,82,0.02,10.91015598,1141,15.2,113,63.0,6.73,63.0,0.1,19.0,19.1,0.415,8.4,2
2015,1,165.0,0,4.614855575868398,0.0,50,62.4,0,93.0,5.9301628423390005,93.0,0.1,2.6,2.6,0.846,16.5,5
2010,0,163.0,0,2.95,0.108055973,12,3.7,0,99.0,5.29,99.0,0.2,7.2,7.2,0.74,14.0,7
2011,0,266.0,9,3.72,60.44658161,279,25.0,12,77.0,11.23,77.0,1.5,7.2,7.0,0.406,9.5,7
2010,0,138.0,0,7.84,1983.956937,0,44.4,0,99.0,5.63,98.0,0.1,3.3,3.3,0.783,14.1,8
2006,0,188.0,0,16.58,244.3510801,27,55.9,0,95.0,5.1,95.0,0.1,2.1,2.2,0.822,16.1,5
2003,0,93.0,0,0.03,159.0098727,0,65.5,1,99.0,3.23,99.0,0.1,3.2,3.0,0.788,14.1,2
2000,0,416.0,9,2.26,0.0,1678,19.3,14,31.0,2.13,33.0,7.8,9.5,9.2,0.487,9.8,8
2015,0,88.0,7,4.614855575868398,0.0,219,68.2,8,97.0,5.9301628423390005,98.0,0.1,7.8,7.6,0.845,16.1,2
2011,0,348.0,88,4.04,0.0,1622,21.3,128,88.0,5.72,9.0,3.1,7.0,6.9,0.6274187138728308,11.999638728323692,8
2010,0,73.0,0,1.93,266.7696122,0,6.1,0,99.0,3.64,99.0,0.1,6.0,5.9,0.81,14.4,2
2008,0,21.0,0,0.46,167.6201552,0,74.1,0,74.0,12.23,82.0,0.1,0.2,0.1,0.572,11.6,6
2011,1,59.0,0,6.91,3601.287457,3,68.0,0,96.0,9.6,96.0,0.1,0.8,0.7,0.826,14.8,5
2005,1,62.0,0,7.05,10631.20379,0,56.9,0,95.0,9.21,95.0,0.1,0.9,0.9,0.879,17.9,5
2000,0,145.0,21,0.25,154.4559436,0,44.4,25,86.0,3.49,86.0,0.1,6.5,6.4,0.636,10.7,2
2012,0,339.0,73,0.01,92.88697859,2027,17.2,109,82.0,7.58,78.0,4.6,5.8,5.8,0.477,10.0,7
2002,1,91.0,3,12.25,437.1059663,4657,56.1,4,97.0,1.4,93.0,0.1,1.2,1.1,0.867,16.3,5
2001,0,323.0,2,0.95,92.4978948,79,28.6,2,49.0,5.37,53.0,4.3,6.3,6.1,0.363,2.9,7
2001,0,599.0,48,1.15,12.79760626,150,14.4,80,86.0,5.7,9.0,25.1,7.9,7.7,0.387,10.1,7
2000,0,554.0,116,10.47,22.59447461,42554,13.0,191,55.0,6.77,52.0,11.6,7.0,7.0,0.382,9.8,7
2010,0,682.0,23,5.76,36.2929176,0,44.2,58,66.0,8.9,66.0,1.9,4.0,4.0,0.47,8.6,8
2002,0,217.0,0,0.49,70.75572222,0,69.7,0,96.0,9.1,77.0,0.1,0.2,0.2,0.0,11.7,6
2006,0,277.0,54,0.11,43.42193066,59,15.7,110,52.0,7.39,51.0,1.5,11.6,11.5,0.286,3.7,7
2007,0,166.0,9,3.13,0.0,3550,28.7,12,99.0,5.9301628423390005,92.0,0.1,5.5,5.5,0.6274187138728308,11.999638728323692,1
2005,0,162.0,6,0.73,81.28883085,1238,44.7,7,79.0,7.86,75.0,0.1,2.9,3.0,0.675,11.2,2
2015,0,22.0,28,4.614855575868398,0.0,3,2.5,38,71.0,5.9301628423390005,69.0,0.3,7.1,7.1,0.511,10.3,7
2011,0,76.0,0,1.66,197.7734681,0,6.8,0,99.0,3.4,99.0,0.1,6.1,6.0,0.812,14.4,2
2010,0,218.0,58,4.85,198.2563794,6368,22.6,74,78.0,4.37,79.0,0.1,1.0,9.7,0.662,11.4,1
2006,0,188.0,0,6.35,103.3710689,0,38.4,0,89.0,4.49,92.0,0.6,6.2,6.6,0.751,12.3,8
2010,0,186.0,0,6.76,569.9527122,0,47.0,0,96.0,5.85,96.0,0.2,3.5,3.4,0.7,12.4,8
2005,0,412.0,70,1.82,39.55677502,153,16.4,108,7.0,4.36,76.0,11.6,8.6,8.5,0.474,9.6,7
2009,0,137.0,7,3.87,282.1440066,0,5.0,8,91.0,5.58,94.0,0.1,1.3,1.2,0.702,13.1,3
2004,0,142.0,23,0.56,100.3638322,6399,48.2,27,97.0,5.22,97.0,0.1,6.5,6.4,0.561,9.6,2
2007,0,12.0,1,8.65,106.164686,44,49.9,1,88.0,8.17,98.0,0.1,2.7,2.9,0.722,12.5,5
2007,0,113.0,0,8.47,1641.30981,0,48.4,0,93.0,5.64,93.0,0.1,3.9,3.9,0.771,15.0,8
2006,0,328.0,22,6.88,78.47020226,494,15.9,34,99.0,1.2,99.0,6.2,6.8,6.8,0.404,9.3,7
2003,1,184.0,1,13.24,1030.220271,0,57.6,1,99.0,8.42,99.0,0.1,2.1,2.1,0.784,14.9,5
2014,0,96.0,18,0.43,198.7343495,10,57.5,21,99.0,5.91,99.0,0.1,6.4,6.2,0.64,12.1,2
2008,1,62.0,0,6.9,8105.590882,25,56.5,0,98.0,9.23,98.0,0.1,1.3,1.3,0.897,15.7,5
2015,0,262.0,3,4.614855575868398,0.0,71,27.3,5,96.0,5.9301628423390005,97.0,1.7,7.3,7.2,0.45,8.9,7
2004,0,151.0,14,4.27,356.9393805,0,48.1,18,81.0,4.56,86.0,0.4,1.3,1.3,0.685,12.8,3
2012,0,134.0,0,8.18,2156.229842,0,45.7,0,97.0,5.39,98.0,0.2,3.3,3.3,0.778,13.8,8
2013,0,84.0,2,7.2,2442.222054,0,62.5,2,9.0,7.53,91.0,0.1,0.8,0.8,0.831,15.6,3
2014,1,56.0,0,1.83,7971.646361,0,32.9,0,96.0,4.92,96.0,0.1,2.2,2.2,0.922,15.4,1
2003,1,119.0,0,11.58,203.3252124,0,52.9,0,95.0,8.77,95.0,0.1,2.0,2.1,0.843,16.1,5
2000,0,335.0,11,0.73,62.56273841,7135,37.5,14,51.0,3.98,59.0,1.1,1.6,1.5,0.418,6.2,6
2003,1,114.0,28,8.4,0.0,56,62.4,33,91.0,15.6,96.0,0.1,0.7,0.6,0.6274187138728308,11.999638728323692,4
2007,0,148.0,1,3.64,25.62349238,0,48.1,1,94.0,4.87,92.0,0.9,1.9,1.7,0.714,12.5,8
2006,1,19.0,0,13.03,0.0,7,61.8,0,98.0,6.69,98.0,0.1,2.0,2.1,0.6274187138728308,11.999638728323692,8
2010,1,188.0,0,12.9,1423.802386,2,6.0,0,95.0,7.9,95.0,0.1,2.8,2.8,0.824,16.8,5
2007,0,136.0,28,3.01,0.0,17,12.3,35,92.0,6.9,92.0,0.2,14.9,15.8,0.625,11.4,1
2005,0,337.0,3,7.19,12.0661671,0,2.2,4,5.0,1.63,39.0,4.9,9.8,9.8,0.563,8.7,7
2013,0,172.0,0,0.01,1521.672751,0,35.5,0,98.0,3.58,98.0,0.1,5.7,6.1,0.762,13.5,7
2000,0,588.0,51,1.18,13.76270195,304,14.1,84,73.0,6.7,75.0,25.5,8.0,7.9,0.391,10.7,7
2001,1,82.0,0,5.49,6356.827282,4,54.0,0,91.0,8.65,91.0,0.1,0.8,0.7,0.917,17.5,5
2004,0,214.0,0,4.55,4.23257668,0,5.4,0,84.0,6.88,85.0,0.9,3.5,3.5,0.0,11.1,3
2011,0,289.0,4,3.57,40.45367358,0,23.7,7,85.0,5.46,86.0,5.7,7.8,7.7,0.41,9.0,7
2015,0,118.0,1,4.614855575868398,0.0,33,54.9,1,96.0,5.9301628423390005,94.0,0.1,2.1,2.2,0.741,12.7,5
2000,0,168.0,11,8.01,0.0,22,53.4,13,86.0,4.91,77.0,0.1,1.8,1.7,0.67,10.6,3
2014,0,362.0,490,0.01,263.2111031,6855,24.7,759,49.0,3.67,49.0,3.9,1.1,9.9,0.521,10.0,7
2000,0,174.0,6,2.61,28.80831098,0,38.8,8,88.0,6.63,94.0,1.7,2.8,2.7,0.551,9.8,8
2007,0,41.0,88,9.65,6.002527685,3776,15.2,137,7.0,9.76,73.0,8.4,6.3,6.3,0.442,10.3,7
2014,1,61.0,0,6.06,177.6382878,3,6.8,0,93.0,9.72,93.0,0.1,0.8,0.7,0.945,17.7,5
2011,0,15.0,3,5.79,472.1932825,0,47.1,3,84.0,9.42,89.0,0.1,2.1,2.0,0.675,12.3,3
2014,1,49.0,0,7.45,8254.020763,0,6.6,0,9.0,8.86,9.0,0.1,1.0,0.9,0.915,19.0,5
2007,0,288.0,3,2.64,0.0,0,22.2,6,94.0,5.76,95.0,3.1,8.8,8.7,0.42,8.4,7
2008,0,121.0,0,6.17,709.1311228,0,57.8,0,95.0,6.13,95.0,0.1,2.1,2.1,0.774,14.2,5
2004,0,652.0,2,4.9,469.5823898,1,32.2,4,96.0,5.56,96.0,28.4,1.5,1.4,0.58,11.8,7
2010,0,256.0,15,11.05,162.8088054,129,57.5,17,98.0,6.83,97.0,0.2,2.3,2.5,0.773,13.7,8
2001,0,177.0,0,4.38,70.15536981,0,25.8,0,93.0,3.87,92.0,0.1,8.0,8.0,0.673,12.2,7
2010,0,147.0,0,10.87,0.0,0,43.8,0,97.0,8.1,97.0,0.1,4.3,4.3,0.724,12.8,8
2013,0,233.0,12,0.01,11.71090655,17,2.1,17,98.0,7.69,98.0,0.5,5.9,5.9,0.485,10.8,7
2000,0,88.0,0,0.5,1559.287158,46,62.4,0,91.0,2.18,8.0,0.1,4.8,4.5,0.808,13.0,2
2011,0,198.0,9,3.93,0.0,0,49.9,11,95.0,5.49,95.0,0.2,1.2,1.1,0.649,13.8,8
2009,0,96.0,1,4.07,24.88720369,0,54.4,1,8.0,9.69,86.0,0.1,1.9,1.8,0.747,13.1,8
2015,0,17.0,0,4.614855575868398,0.0,0,47.1,0,88.0,5.9301628423390005,96.0,0.3,5.7,5.9,0.779,12.7,8
2002,0,33.0,19,6.1,50.28558223,0,35.6,26,54.0,5.47,48.0,4.8,4.6,4.7,0.444,8.0,8
2002,1,22.0,0,11.0,561.9168642,103,57.5,0,97.0,6.4,95.0,0.1,3.3,3.3,0.77,15.3,5
2013,0,19.0,0,0.01,707.144691,0,6.7,0,94.0,6.43,94.0,0.1,1.8,1.9,0.799,15.1,5
2003,0,169.0,0,4.17,24.99717134,0,68.2,0,82.0,4.71,83.0,0.1,0.2,0.2,0.659,12.3,6
2014,1,71.0,3,10.37,0.0,133,66.0,4,95.0,9.12,95.0,0.1,0.8,0.5,0.6274187138728308,11.999638728323692,5
2009,1,6.0,0,10.15,14714.82588,958,55.0,0,96.0,11.0,95.0,0.1,0.5,0.4,0.916,15.3,5
2005,0,498.0,55,8.69,709.3170967,615,43.6,84,75.0,7.77,79.0,29.5,11.6,13.9,0.609,12.9,7
2000,1,87.0,0,8.91,2143.021083,65,58.9,0,82.0,7.47,9.0,0.1,0.3,0.3,0.864,17.2,6
2008,0,251.0,64,2.01,128.6362711,129,38.235393646408745,95,85.0,8.17,86.0,0.3,4.850621546961334,4.881422651933698,0.444,6.3,7
2012,0,294.0,14,0.01,41.60027954,238,22.6,21,84.0,5.11,84.0,1.7,7.0,6.8,0.464,12.0,7
2000,0,224.0,0,4.29,268.1837972,0,47.6,0,7.0,9.65,71.0,0.4,3.6,3.6,0.0,11.1,3
2004,0,214.0,0,0.48,10.6242741,0,71.4,0,61.0,1.39,62.0,0.1,0.2,0.2,0.0,12.4,6
2002,0,369.0,237,0.8,10.82452594,3332,12.9,377,55.0,4.73,35.0,4.6,11.7,11.6,0.298,4.9,7
2011,0,355.0,27,4.614855575868398,0.0,1256,38.235393646408745,41,66.0,5.9301628423390005,61.0,3.9,4.850621546961334,4.881422651933698,0.429,4.9,7
2001,0,222.0,1800,1.0,19.00340606,51780,11.8,2400,58.0,4.5,59.0,0.3,27.5,28.5,0.494,8.3,1
2015,0,178.0,2,4.614855575868398,0.0,0,56.1,2,92.0,5.9301628423390005,91.0,0.2,1.6,1.5,0.678,13.2,8
2013,0,14.0,0,1.03,0.0,4,59.1,0,98.0,6.7,98.0,0.1,2.2,2.2,0.741,12.9,8
2000,0,98.0,1,4.34,94.17819458,0,45.4,1,8.0,7.12,88.0,0.1,2.4,2.3,0.702,11.6,8
2006,0,173.0,0,5.93,0.0,0,45.7,0,99.0,3.88,99.0,0.3,3.7,3.6,0.695,13.3,8
2014,0,16.0,0,9.45,0.0,0,63.8,0,96.0,7.74,96.0,0.1,2.5,2.5,0.789,12.6,8
2003,1,66.0,0,10.62,158.7087399,0,54.3,0,98.0,6.83,98.0,0.1,0.9,1.0,0.815,13.0,5
2014,1,169.0,0,15.19,2211.744178,11,61.9,0,93.0,6.55,93.0,0.1,2.6,2.7,0.841,16.5,5
2010,0,2.0,0,2.25,62.08343533,0,58.7,0,99.0,4.23,99.0,0.1,4.0,3.7,0.706,14.6,6
2004,0,247.0,1,12.05,42.33443901,2,56.2,1,99.0,6.59,99.0,0.1,2.4,2.5,0.703,14.1,5
2012,0,25.0,44,0.55,38.4279083,2175,21.3,58,87.0,2.22,84.0,0.5,13.0,13.2,0.533,9.1,1
2005,0,357.0,15,1.14,36.62174288,38,18.9,22,8.0,5.17,82.0,5.0,8.4,8.3,0.435,10.1,7
2002,0,73.0,25,4.43,0.0,304,26.3,40,73.0,6.53,71.0,39.8,1.2,1.3,0.427,10.0,7
2011,0,162.0,0,9.34,0.0,0,62.0,0,97.0,7.63,98.0,0.1,2.5,2.5,0.788,12.6,8
2003,0,85.0,0,2.16,1214.558167,12,55.2,0,97.0,3.74,97.0,0.1,6.1,5.9,0.798,13.7,2
2013,0,364.0,48,0.01,63.07890158,760,27.8,73,88.0,4.29,89.0,4.0,5.8,5.8,0.501,10.4,7
2014,0,125.0,1,6.13,221.482875,3188,55.3,1,91.0,7.42,91.0,0.1,2.7,2.8,0.759,13.5,5
2003,0,146.0,24,0.58,88.16506179,10841,47.3,28,91.0,5.25,91.0,0.1,6.6,6.4,0.551,9.3,2
2004,0,279.0,56,0.11,20.86118432,63057,15.0,118,45.0,6.61,43.0,1.6,12.1,12.0,0.27,3.1,7
2005,0,185.0,0,7.82,21.4653132,0,3.1,0,99.0,3.91,99.0,0.1,6.0,6.4,0.712,12.1,7
2013,0,134.0,2,0.01,0.0,0,62.8,2,96.0,4.33,96.0,0.1,5.7,5.5,0.735,13.4,2
2013,0,121.0,5,2.14,275.6514934,164,5.6,6,96.0,5.54,93.0,0.1,2.8,2.8,0.745,11.9,2
2009,0,87.0,1,0.1,3001.628237,0,67.9,1,99.0,3.87,99.0,0.1,3.3,3.2,0.788,13.6,2
2015,0,123.0,8,4.614855575868398,0.0,4,55.6,10,88.0,5.9301628423390005,9.0,0.1,1.1,1.1,0.737,13.4,3
2010,0,15.0,12,4.28,113.2436346,0,54.2,15,88.0,6.76,88.0,0.1,2.2,2.0,0.695,12.8,3
2015,0,125.0,1,4.614855575868398,0.0,0,54.2,1,91.0,5.9301628423390005,91.0,0.5,1.8,1.7,0.729,12.8,8
2004,1,68.0,3,7.7,6746.281299,8752,23.8,4,97.0,8.3,99.0,0.1,1.7,1.4,0.866,14.8,1
2008,0,149.0,0,12.09,0.0,0,42.2,0,96.0,7.43,96.0,0.1,4.3,4.4,0.71,12.6,8
2011,0,247.0,14,8.34,9.074569426,31,18.9,20,93.0,7.71,97.0,1.3,6.3,6.2,0.464,10.2,7
2006,0,161.0,0,1.0,43.19780767,0,45.7,0,67.0,3.96,68.0,0.1,1.6,1.5,0.572,10.6,6
2005,1,69.0,3,7.99,6799.664423,0,24.4,4,95.0,8.18,98.0,0.1,1.7,1.5,0.87,14.9,1
2005,0,222.0,12,2.86,0.0,0,46.0,16,84.0,5.67,85.0,0.2,1.3,1.2,0.622,14.4,8
2004,1,92.0,0,12.42,12372.05188,0,56.4,0,99.0,8.2,99.0,0.1,1.0,0.9,0.867,13.5,5
2003,0,89.0,0,0.12,1406.51194,24,29.1,0,99.0,3.9,92.0,0.1,6.6,6.1,0.823,13.4,8
2007,0,254.0,65,2.01,86.13166944,327,38.235393646408745,97,84.0,4.72,84.0,0.3,4.850621546961334,4.881422651933698,0.44,6.4,7
2006,0,171.0,0,11.07,0.0,0,58.7,0,94.0,6.93,95.0,0.1,2.5,2.5,0.788,12.4,8
2000,0,13.0,3,13.63,3410.284431,10000,54.6,4,98.0,9.77,97.0,0.1,0.7,0.6,0.844,15.7,5
2009,0,91.0,1,5.79,348.0559517,0,53.5,1,98.0,5.79,98.0,0.1,1.5,1.6,0.721,12.2,5
2012,1,176.0,0,15.14,1807.071336,0,6.9,0,93.0,6.67,93.0,0.1,2.7,2.7,0.83,16.5,5
2008,1,64.0,0,7.14,2655.573684,1,66.6,0,72.0,8.15,72.0,0.1,0.7,0.7,0.813,14.6,5
